star_rating	review_body
1.0	item is good buy amazon is going crazy.<br />i was buying this item for $10.10 in subscribe and save, and then boom in few days they raise price to $15.25 in subscribe and save.<br />this is more that 50% raise in price.<br />i have not seen any retailer to do things like that.
1.0	I wouldn't recommend these. Kind of chewy. I have learned that the gluten free foods made from rice are the best. Not sure what these were made from but I've had better. I get a different brand from the local health food store.
1.0	I didn't realize I paid this much for only 3 boxes of cereal.<br />I could have gone to walmart and got them for 6.00.  Teaches me to pay closer attention to what I am buying.<br />COMPLETE rip off!
1.0	This was the first time using the Fondarific brand and I wasn't impressed. I'm a cake professional and I'm very proficient in covering cakes with a smooth finish on the first try. It took me four times before I could get my cake covered with Fondarific. I had tearing and elephant skin problems which I never have when using other brands. I will not be purchasing this product again due to the lack of performance.
1.0	What a rip off instant coffee in a k cup someone made a lot of money  Do not buy cheaper to get a jar of instant from the store
1.0	This a good product, but this one is one bottle at 3 times the price you can buy it anywere else...
1.0	"Do not know what everyone is raving about concerning these almonds but the ones I received today and just returned back were horrible. They arrived cracked chipped and totally broken. I tasted two of them and not only were they tasteless but they left a metallic after taste. Being born in Italy and having tasted many Jordan Almonds--these were not authentic. The real Jordan Almonds are truly sweet, with a sugary coating and they just melt in your mouth. These also smelled \\""plasticky\\"" when they are supposed to have a hint of vanilla in the smell--which is heavenly. I rarely write reviews but I just had to with these almonds. So you may save $2-or-$4--the extra cost is worth it to get truly delicious and authentic Jordan Almonds. I gave this product Zero stars but it would not let me so that is why you see one star."
1.0	Oh my GOD!  Do not buy this crap, you will be kicking yourself.  I love jerky, but this was like eating dry tasteless meat in a WAY overly flavored (but not well flavored) sauce.  It-was-nasty.  I had to take the jerky and wash it to try and make it edible because I hate to waste food, especially if it came at the sacrifice of an animal.  Even then it was bad, but more tolerable.  I love to cook, eat out, and rarely come across anything that I can't eat or at least respect what the creator was going for.  But, I had to throw half this away - my raccoon-like stomach couldn't take any more abuse.  This isn't Krave, it's krap.
1.0	My family used this product for over 4 years, but last year the recipe was changed, sugar was added. That decision was probably driven by Cascadian Farm's desire to increase profits (cheaper production, more appealing to mainstream sugar junkies). Unfortunately, there aren't many choices right now for nutrition-conscious individuals. Even the so called organic/health cereals are loaded with sweets (all sorts of syrups, juice concentrates). Starting a morning on that note sets you up for a roller-coaster ride of high-low blood sugar. I had nothing else to do but to start cooking whole grain cereals (oatmeal, millet, buckwheat). It takes a bit of planning - you have to allocate time for cooking in the morning or cook the nigh before, but in the process you can save a ton of money. For instance, a pound of organic millet costs from $0.99 to $1.79 depending on the retailer (or $0.06 to $0.11 per oz). In the process of cooking grain absorbs water and increases it mass at least 3 fold. That makes the price of cooked cereal go down as much ($0.02 to $0.04).  Compare that to $0.48/oz price for Purely'Os! Then maybe the recipe change introduced by Cascadian Farms is truly a blessing for your wallet, if you are willing to wait 20 minutes, while you cereal is boiling on the stove. This time is not lost, but gained - you can use it to practice sun salutation to make your morning even more glorious!
1.0	I did not use this mix as just the vanilla cake, but I used it to make the coconut cake recipe that is on the Pamela'e website. We love the chocolate cake mix but this one is not as great. The cupcakes that we made turned out bad and as my brother in law said, it was like eating saw dust. The texture was horrible and we probably will not buy this mix again.
1.0	Not work :(<br />I don't want to say more because it not work what they say :( :(<br />I am not recommend to buy this , so....
1.0	well,i thought it would taste good considering the description. sorry, it is just a yukky product and i threw it away after preparing according to directions.  the sad part is that i bought 2; waste of money yall.  does anyone actually TRY products before selling to us unsuspecting consumers?  good grief.
1.0	This is horrible!  The pancakes did not turn golden, but stayed totally white. Also, the mix does not totally mix in the bottle even after much shaking. I've made gluten free Bisquick pancakes and they were much better.
1.0	This was horrible fish.  I bought two, opened one and sent both back.  The salmon tasted like tuna fish exactly.  I can buy tuna in the can 3 for a dollar.  I expected high quality Salmon and this is not it.   I don't recommend it to anyone.
1.0	I was disappointed in these K-cups.  Maybe I expected too much, but I did not like the taste of these.
1.0	No tea flavor at all.  Tastes like watered down lemonade.  I drink a lot of tea and this stuff is so bad that I am returning the opened box for a refund.
1.0	The description says it is a 1 pound marbled chocolate turkey.  What I received was a 4 ounce marbled chocolate turkey.    I'm sure it is tasty and it is beautifully made but I spent $27 for this?  I want my money back.
1.0	"I wish I can give 0 stars!!!! I saw this product and that it was \\""all natural\\"" and \\""low fat\\"", so I decided to give it a try. I have an 8year old Maltese/Poodle mix. Not even 10 minutes go by and my baby is foaming at the mouth and gasping for air! She was rushed to the animal hospital nearby, had to be sedated and hooked up to I.v's and had to get a tube down her throat to get part of the bone pushed down to her stomach. After the doctor started worrying about her throat that the bone had done damage to her trachea. Again, she had to be sedated to get examined and an x-Ray. A long day and $700 later we are home, she pukes bile every 5minutes and won't eat. She better be okay! DO NOT BUY!!!!!!"
1.0	SERIOUSLY PEOPLE ???    $7.00 S&H on a $3.00 product ?????    250% of the product price for SHIPPING ????    I have had heavy text books delivered for WAY less
1.0	Yuck. Smells amazing, brews like coffee tea. Poor Showing gents!
1.0	What I received had 49 carbs!!!! returning today. this is crazy!! do not order if you have medical restrictions. false advertising
1.0	I purchased the 24 pack of monster for $45. A week later the price dropped to $29. I am about done with amazon for this very reason. The packaging was also ripped when I received it which makes me think some of the drinks were dropped especially considering that some of the cans had dents. I'm not sure if the drinks went flat or not because I haven't drank any of them yet because I'm debating returning them. I am not happy at all paying so much for something that looked used.
1.0	i bought these thinking they might be comparable in some ways with the regular cookie.<br />unfortunately there is about 70% too much tasteless wafer for the amount of peanut creme inside.<br />you could easily choke on these if you are not careful.<br />the long strip is kind of a turnoff as well.<br />not good
1.0	They arrived reeking of mildew!  Seriously - the moment I opened the front door to retrieve the package I was hit by the almost overpowering smell of mold.  I ended up taking it right out on the back patio to open, couldn't have it in the house.  The outer box was smashed, clearly heavily water damaged, and smelled as if someone had tried to compensate for the mold smell by subsequently dousing it in some kind of cleaning fluid. The actual product box & wrapping was also reeking of mold & cleaning fluid.  Also... the product was already nearing its expiration date!  Unsafe to eat, had to throw them all away.  A disappointment, but it's not worth mailing it overseas for a refund.  Bought these from &#34;British Grocery&#34;.
1.0	To me, it tastes too artificial and nothing exceptional to make me buy more. I will probably take it to office.
1.0	Fyi ..... Does not fit in the Keurig 2.0 , this needs to be in the description!
1.0	I have been using curry powder for years. I used this twice, and got sick twice. Never again will I buy this product.
1.0	I should have listened to the other reviewer who said s/he received a dead plant. I learned the hard way. I took the plant out of the box (which seems an ineffective way to ship a plant) and all the leaves and buds promptly fell off. I thought I might be able to revive it but to no avail. I tried repeatedly logging on to 9GreenBox's website. This was again to no avail. I wrote to 9GreenBox asking for my money back or a new plant and never heard a thing. Lousy customer service + dead plant = never again.
1.0	I bought these for my daughter because she loves pickles.  She only ate half and threw it away.  I tried one and could only make it half way before I tossed it.  Yuck!  The tossed the whole box. Waist of money!
1.0	Ok, they get the star for taste as the taste is delish. However the shipping was beyond slow and they majorly screwed up my order. Due to allergies I can only eat 2 of the quesos, ultimate and voodoo. I ordered a 4 pack of the ultimate and a 4 pack of the voodoo. I ordered it on March 12, paid a hefty shipping charge to get it in 3-5 business days as they advertised and it arrived here today march 26. I received a total of 4 voodoo, 2 ultimate and 1 fire roasted which I cant eat. So I just got shafted on the order and the shipping. I will try to contact them but from what I have seen, and this was my first order with them, their service is lacking.
1.0	Arrived just before Christmas -  The pieces were so badly broken, we could only put together a &#34;shed&#34; with foundation problems, i.e., cracked walls, etc.  Unless you're out in the boondocks and can't get a kit any other way but mail delivery, just buy one at groceries or Target/Walmart store next year!
1.0	I thought this would be a good deal but I didn't expect to find fish skeletons inside. I opened the first can and was so disgusted that I donated the rest of the cans. I ended up wasting money instead of saving it.
1.0	Very stale sour chews.  You need to keep an eye on the expiration.  Candy is just like food...it gets stale.
1.0	The candy was not consumed and immediately tossed in the trash, everything had melted.  The box was picked up immediately upon arrival, but the contents were melted.
1.0	Oh my gosh these things are gross. Weird flavors overall. It's like they changed them. Don't try them - stick to the original ones.
1.0	This is a good brand of sugar. But my problem was with the packaging and shipping. I ordered two bags of this sugar and a few other things. When I received the box, I opened it and first thing I saw was one entire bag of sugar opened and spilled all over the entire box. I like this sugar more than any other but will not be wasting my money with this seller any more. The cost of this bag is also outrageous compared to being bought and any store. I paid almost $12 a bag and only received one usable bag. Not worth it. I can get this same exact bag at Wal-mart for $6 and some change or at Sam's club for $4 and change.<br />I just contacted Amazon and they gave me a full refund. Thank you Amazon for taking care of your customers.
1.0	I ordered edible ink and they sent regular ink like I wasn't going to notice.  Thanks for damn near poisoning my customers!
1.0	This tasted like bubble gum.  I did not taste strawberry or Lemon of any kind.  I disliked it.  If I had purchased locally I would have returned it.
1.0	Bewley's Dublin Morning Tea has to be the worse tea I've ever tasted. The flavor is weak. I was most disappointed.
1.0	This came in a brown box, tea jumbled together, all of the cups marked &#34;not for individual sale,&#34; and the tea was stale.
1.0	I am writing  review for my Mother. For health reasons she prefers Cafix to coffee. Totally satisfied.
1.0	I gave the coffee one star just out of pity.  I made it double strength and it looked like weak tea.  The price of my  favorite coffe went up so I thought I'd try Yuban.  Amazon, I'd like to send this shipment back to you please.  Thank you,  E.W.
1.0	It's not pure it has fillers and additives
1.0	Just like others have said, the description states quantity of 48, but you will only receive 24.  This is a big rip off.  I will not order k-cups from Amazon anymore.  Buyer beware!
1.0	This is NOT the Nestle's milk chocolate I had as a teenager growing up in the 70's, which started my lifelong love affair with milk chocolate!  Nestle's changed and cheapened their formula!  What once was a creamy, rich, delectable, world class milk chocolate is now a cheap tasting mess.  Thank God Boyer hasn't changed their 'Mallo Cup' formula (one of my other fave candy bars).
1.0	Totally disgusting, nothing like CHAI tea, its taste is more like cheap old black tea. Don't waste your money on ordering this tea. Just feel totally duped, can't return it!
1.0	"I love almost all Tabasco products and living in Louisiana, I can buy them local.  However, this specialty hot sauce was not done right.  Unfortunately, the first ingredient of this stuff is high-fructose corn syrup.  Notwithstanding taste, it pours thicker than any sauce I've ever seen that it looks \\""gummy\\"" almost.  For a Louisiana company, you'd think they would support their local sugar farmers and at least use a sugar syrup instead.  I'd stay away from any product with high-fructose corn syrup, and this is one of them."
1.0	This could not have been authentic... the taste was horrible and much different than what I usually order from my local supplier (who was out of this flavor). It tasted nothing like the Café Supreme I normally get.
1.0	I didn't like the flavor of this tea at all! I'm a real tea drinker and enjoy various teas everyday. I don't care much for the Bigelow brand.
1.0	This product is all filler with no thriller. Seriously you could eat this with a spoon and you would barely notice a fait hint of blueberry. Actually more like the faint hint of the synthetic berry flavor some children's cough syrup might have. Since the labelling is basically non-existent I have no idea what all the white poder is in the bottle. After consuming a few servings I just hope it is not toxic. Eitherway don't waste your money this stuff, how this company can get away with advertising this as blueberry flavor is beyond me. If you took a single unripe blueberry and crushed it into a few pounds of rice flower you would probably get a more convincing and stronger flavor out of that, than out of this product.
1.0	Well, I should have known better. You get what you pay for.
1.0	The noodles were tiny and never reached the full size and they were still crunchy after following the directions to the letter.
1.0	As far as the product goes, it's great. But like many jack links product reviews from Amazon I've seen, they contain mold in a lot of them. It's really just a risk you take whether you get mold or not. Not worth it!<br /><br />You're better off buying it only if you can see the product before purchase to inspect for mold!
1.0	I contacted the company and had a hard time reaching them by phone. I tried ordering online only to be told that they do not ship to canada. I phoned again and was told they do, they asked for my visa number to to email the address and name. I did and was told they once again do not ship to canada but intially wanted me to pay 50 dollars for shippin??? the operators were very hard to understand on the phone as they did not speak english very well, over all I was not pleased with this company or service and do not recomment it, sorry. No product was sent to me.
1.0	"\\""did you know this coffee is actually eaten and excreted by animals? Most people would never imagine that such a product exists, but it does--and Amazon.com is selling it! To make kopi luwak coffee, Asian palm civets (* comment mine- imagine small chipmucks/squirrel-like critters..you know Chip n Dale) are snatched from their homes in the wild and imprisoned alone in tiny, barren cages. They're deprived of everything that is natural and important to them including excercise, food and freedom.\\""  this quote is from the PETA website. (people for the ethical treatment of animals) [...]"
1.0	the title says it all these must be YEARS old. They are totally unedible and moldy. Nothing else to say.
1.0	I hate to disagree with most of the other reviews, but this tea tastes flat, bland and a bit bitter.  I've searched for a decent decaf tea and finely found three, two here on Amazon, and for less money than the Taylors.  Bigelow Organic Breakfast Blend is the best.  It has a rich, deep, aromatic flavor and goes well with a bit of sugar and milk or just plain.  Higgins and Burke decaffinated Orange Pekoe is lighter in flavor than the Bigelow, but still offers deep amber richness.  The third isn't sold on Amazon, but hopefully they'll add it as they carry the Peet's brand coffee.  Peet's decaffinated English Breakfast loose tea is decent, too.<br />I use the Bigelow for single cup enjoyment and the Higgins and Burke for making ice tea.
1.0	Tastes good. Tough kernels.
1.0	I've bought pistachios from 2 other companies threw Amazon and was very happy so I decided to try this company and was shocked and dismayed that their pistachios were horrible, not even palatable.  These pistachios were hard, flavorless, and stale, I couldn't imagine how terrible tasting a pistachio came be.  I will never buy this product again!
1.0	Flowers do not arrive in bud form as described; they are already bloomed. Plus 4 out of the 5 were brown and starting to wilt. Poor quality; would not order again.
1.0	I tried this same beignet mix that I had received as a gift from a relative that resides in Metairie. Delicious! So I wanted to give this to my niece for her to have in her home. She had cooked my box at my home and loved it. So imagine my surprise when she told me her mixture did not rise, tasted funny and her box was dated 2013. Really! Who checks this stuff? How could this happen? I don't ever again want to receive food products from a company emptying out their warehouse. By the way, this purchase through Amazon was recent (2015). So for that, this product and company who sent it gets one star. My sister just returned from New Orleans and gave me two fresh boxes; I guess you need to take a trip to get what you want.
1.0	Better there are other sugar free options that taste A LOT better.
1.0	Purchased these for Mother's Day the week before, figured they might arrive a day late or so with the extra holiday traffic.  Flowers didn't arrive until 10 days after the longest of the standard shipping date time window and then wilted after just a couple days.  I e-mailed to discuss my unhappiness with the order to which they promptly replied they'd send another out no charge, I found that suitable and figured I'd give them another shot.  I still have yet to see those, now promised over a month ago, so I'm not holding my breath.
1.0	My wife and I found these candies at a German Deli. I only purchased one box there thinking I could purchase as many as I want on Amazon.<br />Upon receiving the candy, they had leaked the contents and we're sticky in the box . Also the taste was nothing like the ones I purchased in the German Deli. So sorry, I can't recommended them..
1.0	I purchased MaraNatha Coconut Butter, got halfway through the jar and found a latex glove fingertip embedded in the butter.  Yuck.  I have written to the manufacturer, but received no response other than that they received my email.  I have concerns about the quality of the manufacturing process.  Will not purchase from this MaraNatha again.
1.0	Read the ingredients they are chemical sewage with Yellow 5, Red 40, Blue 1  Absolute fake garbage nothing natural about it!!!  Nasty!!!  Glad I read the ingredients!
1.0	OK this was rediculous!!! I got this Belgian truffles and some Frensh ones also. The french truffles were ok and Delisiouse. I finaly get to these ones and to my supprise, IT IS A SOLID BRICK!! This sucker has been melted, at the distriputers place. I had these things in my bedroom on the floor and there is no way it could have melted in my posestion. B/c it is in a box I had no way of knowing what was up inside. I contacted the dealer and told him what was going on and That was over 7 months ago. Im a little ticked off that I have waisted so much money and got ripped off. Ill have to see .
1.0	The last order I received I was not happy with the bars.  They tasted very old and not fresh at all!
1.0	"I ordered this item and received the \\""grains\\"" today.  I was shocked that's what was in the package because they arrived regular mail in a padded envelope (I expected a jar).<br /><br />I opened the envelope and expected to see two professionally sealed pouches.<br /><br />Nope.<br /><br />What was inside?  Two cheap ziploc baggies full of mush.  That's not what was pictured in the listing.<br /><br />Secondly, regular ziploc baggies? SERIOUSLY?  Would YOU ingest something that came in the mail via plastic bag having no idea of truly what's in there or the possible level of contamination?<br /><br />How can this stuff be sold this way? Is there no quality control?<br /><br />I'd upload a photo of what I received here but I don't think Amazon allows links within reviews. If not, I'll upload to \\""user images.\\""  I'll first contact the company to give them the opportunity to offer a refund first.<br /><br />UPDATE:  I uploaded a pic on the main photos section.  The representative from the company was very gracious (although taken aback at my displeasure over what I received). Excellent cusotmer service and resolution despite a bad experience otherwise.  I ended up ordering kefir (factory sealed) from another company based on their YouTube videos and web site."
1.0	Taste bad, maybe stale.
1.0	NEEDED SUGAR FREE LOUSY SUGGESTION TO POUT IT OFF
1.0	"Don't waste your money purchasing this item.  I was very disappointed to get them in today and find out I could have done the exact same thing (with a cuter font) on my home computer.  Most of the type wasn't even centered on the label. So save yourself the money and the shipping(!) and just print out some cute labels at home - I may even do that myself because I am not happy with what I received.  **So as an update - the owner of the company contacted me right away and offered to replace the labels.  After reading other reviews for their products, this company is very concerned with making things right for its customers.  I still would not recommend purchasing this particular item, but I do appreciate the great customer service and I wanted to give them credit for that in my review.  The contents of the email I received are below:  \\""I am sorry you received labels that were not up to our standards.  We have had a batch of labels that were not lined up correctly and I apologize that you got one of them.  As far as the font, we have not changed anything on the form for over 2 years, when the photo was taken (basic Veranda font).  Can I send you a replacement sheet and a few blank ones for you to try to print your own?  Thanks,  David Leach  Chef / Owner, SpiceCubed\\"""
1.0	Very, very expensive!
1.0	I bought a bag of these to give to my kids at Easter, but when I tasted them I had to go out and buy some Jelly Belly's. Literally every flavor was just awful, I mean awful. Each one I tried was stranger and more disgusting tasting than the last. I have no idea what flavor any of them were supposed to be. This is not a joke review, they were really that bad. I threw the entire bag in the garbage. Avoid these things at all cost.
1.0	I got these a week ago and put them in my pantry (approx. 60 - 65 degrees, dry conditions).  I've opened at least one every day since.<br /><br />Of the twelve, three had grayish-green mold (typical bread mold) and the last three I just threw out unopened.<br /><br />These weren't old...had a good expiration date...stored (by me) appropriately.<br /><br />It goes without saying that I won't be buying any more Glenny's brownies.
1.0	Not what I expected!! Don't like it at all.
1.0	Not all K-cup packets had the Keurig seal and are therefore not usable in the Keurig 2.0
1.0	This is the most disappointing product I have ever ordered. The experience was like chewing a rubber band. They have no flavor and are not palatable.
1.0	Was very hopeful, but tasted like eating chalk-covered sugar cookie. Way sweet, not flavorful, and too crumbly.  Not good at all.
1.0	The product was stale; peanuts had a rancid taste.  They arrived quickly, but they were so far from fresh that we ended up throwing most of them away.
1.0	The bag I got was stale, bad quality.
1.0	While I am well aware that Cadbury does make some excellent products, the Curly Wurly's are not one of them. These candy bars are NOTHING like the original Marathon Bar's from the 1970's, except in appearance. The chocolate coating is much to thin on the Curly Wurly's compared to the original Marathon Bar's and the caramel has a distinct buttery taste which the Marathon Bar did not. The Curly Wurly's  are ok if your just looking for a chocolate candy bar with a different taste, but I personally will not ever buy them again.
1.0	I ordered what was supposed to be the best brownie I ever tasted. What I got was a very expensive container full of grease! :( Think I paid something like 15 bucks to ship one tiny very melted brownie.
1.0	I spent alot of money to order this product and it is hard as a rock and stale.<br />What a dissapointment this was
1.0	I was sent an expired package. After trying to send it back online and being told it was not eligible for return,I called Amazon. They were very helpful and credited me the money back. It did take my time and extra effort as it was able to be corrected online.
1.0	The store was out of Nutella so I tried this one.  My kids spit it out and I couldn't eat it. More expensive for lower quality. Blech!<br /><br />It has a gritty heavy texture, not very smooth. It also has a weird flavor. I can't describe the weirdness of the flavor, it's just not good. It has less sugar than Nutella, but not that much less for what you sacrifice in taste. Nut butter with chocolate is going to be a treat food anyways, so you might as well get one that tastes good. I had to return this because nobody in my house would eat it. We are healthy eaters. We eat lots of live raw foods and my kids drink green juice and smoothies with a lot of green in them, so it's not like we are people who live on McDonald's and our taste buds are ruined from eating garbage. This product just didn't hit the mark for me. I don't plan on buying anymore of this company's overpriced and underflavored food.
1.0	I love chips...and have been noshing on the regular Popchips for months now...love most of the flavors. So when I saw the multigrain, I thought, why not?  UGH...it wasn't crispy and the taste was bland and dull. I am so disheartened to have 23 bags left, that I don't know if I will continue my regular subscription.  Do not get these unless you want chips that would be better served as packing material
1.0	I did not like this stuff.  It doesn't taste like chimichurri at all.  It almost tastes like a horrible olive tapenade.  I wound up scraping it off my steak.  Will never buy again.
1.0	very nasty tasting.....taste and smells like fish....totally gross....hated it and will never buy it again....just gross and horrible..and will let everyone know
1.0	I had been reading about Gulyian chocolates online for a long time and was dying to try them, i finally took the plunge and was sorely disappointed when I tasted them.  I would rather have a gas station candy bar.
1.0	I used this product in my coffee and absolutely hated it. Not only was it TOO sweet (and I like sweet), it tasted chemical-y and when I got to the bottom of the cup, there was a bunch of sludge from the undissolved product! I thought maybe it was a one time deal, so tried it again and received the same results. They break apart into crystals, but do not dissolve like sweetener packets do. I gave a tin to some friends to try and they had the same issue. I actually had to throw them away and I HATE wasting anything.
1.0	I didn't think to look at the ingredients first... shame on me. It's apple juice with some blueberry puree thrown in.  If you're taking this as a cancer preventative, then you're wasting your money.<br /><br />On the bright side, it tastes really good.  Buy it only for the flavor, not for the health benefits.
1.0	For the price, I was expecting a lot more. For $39.99 it was not worth it, the capsule held about $5 worth of merchandise. Highly disappointed and embarrassed to have given this as a gift.
1.0	King Arthur is a brand name that I trust and it normally produces excellent baked goods (e.g., bread and biscuits). With that in mind, I purchased this mix with the hopes of making soy free brownies. The brownies were dry and hard. Since baking is an art rather than pure science, I tried a second box. Unfortunately, the same hard and dry results.
1.0	I ate two pieces of it and threw out the entire box. The taste is well -it tastes sorta like cheap bird food smells. The texture is ok but the aroma and flavor are very off putting.  Its like chalk, asparagus, tomatoes and apples tried to cross-pollinate.
1.0	NO!!!! they were not the original tim tam's!!  some type of knock-off!
1.0	THIS IS NOT GLUTEN/WHEAT FREE!!!!! BEWARE!!!! It is very good, but advertised as gluten free when it has wheat on the ingredient list.  Whoever advertised this as gluten free is careless and cannot realize how dangerous this can be to people.
1.0	I recently bought scharffen berger chocolate from the store near my house.  It tasted yummy.  However when I was sampling it, I almost broke my tooth.  There was a metal button in with the chocolate.  It was hard to get hold of them to tell them of my problem.  If you find something they want to get it away from you fast and give you a small amount of money.  I didnt like how they handled it.  Customer service is really unsatisfying so dont bother.  JUST BE CAREFUL
1.0	Got them late so I had no use for them so I guess I will just pass out on Halloween
1.0	This was a disappointment, advertised as pomegranate molasses but was actually pomegranate sauce and more expensive than available elsewhere.
1.0	When I called to ask about this product, the representative at their toll free number said it was made with GMO free ingredients, however, rice products are very often made with GMO rice. So when we noticed there is no mention of being GMO free on the actual package, this is a common false advertising method. The package should say it if it is true. My 13 yr old son and I had a bowl of this brand of Ziti pasta last night and within a few hours we both had terrible stomach aches that lasted into the morning. Watch out, this pasta must be made with genetically modified rice, with cancer causing glyphosate in it. When I called their toll free number I got a recording. I have never had such a stomach ache from anything I have eaten, I have always had a &#34;cast iron stomach&#34;, but I have been eating almost entirely organic and gluten free diet for years now, so I am more sensitive to the glyphosate poison apparently.
1.0	I ordered this gift basket for my father-in-law's 60th birthday.  He is a golf lover and loves snacks and such like the ones in this box.  However, when it arrived I was pretty disappointed in the size.  Granted it does give you the dimensions of the box, but it is still much smaller than what I had hoped.  It will still be a good gift for him, but I am definitely disappointed with how much I paid for it compared to the size.  I wouldn't pay more than about $25 for this basket if I were you.
1.0	Saw this on the shelf at the gas station and figured I would give it a try..what a mistake
1.0	The description says 12 bags but was it actually is is only one bag. I feel that it is falsely advertised and a huge rip off!!!! Even at the movies it would cost half that price!!!!!
1.0	The noodles are clear looking and have a 'gummy strange' feeling in your mouth and so I didn't like it.     IF you purchase these noodles know this:    There is a 10 day return from purchase date and  and a restocking fee of 15% restocking fee.    I will NEVER buy from them again.
1.0	not as low carb as i thought it would be, did not work in a bread machine
1.0	Read the ingredients - Water + HIGH FRUCTOSE CORN SYRUP... TERRIBLE... Yes it's cheap, but it's just water and high fructose corn chemicals...  Only reason it's cheap is because powerade doesn't even put this crap in their drinks anymore.
1.0	Buyer Beware - NOT AS ADVERTISED!!!!!  Product description specifically stated &#34;Solid&#34; deodorant and not &#34;Spray&#34;.  Photo showed a stick and not a spray can.  It would be more trouble than worth to return it but beware, I did NOT get what I ordered!  Not a happy customer.  Decent price, if you wanted spray, which I did not.
1.0	The product had the candy coating all chipped off. It looks like the candy was heated and then cooled. It's winter so the candy wont melt, but It doesn't look edible.
1.0	I thought this was THEE product for me, I love my coffee hot and it cools off too quickly in my travel mug.  I don't think the joulies made any difference and they were very expensive.
1.0	Are you frigging kidding me?!?!?! $15 plus $8 shipping!?!?!  I absolutely love this bread and would rate it 5 1/2 stars every day of the week... But, at $23 for 2 loaves the price is insane.  I buy this exact same 2 pack of bread for under $6 every day of the week at BJs, or spend $3.29 at the local grocery store.  Get off your butt and run to the store, you'll save a pile of money!  The few exceptions I can think of to this review are perhaps if you live in Antarctica, remote areas of Alaska, and perhaps some unpopulated islands in the Pacific Ocean.
1.0	Can't comment on the quality of oil, simply because the way the bottle is designed, it's not possible to open it. The cap just keeps spinning. tried everything including pliers to get that thing off but it's a problem with the design of the bottle top. This item needs to be be pulled from the shelves before someone gets hurt trying to open the damned thing.
1.0	I only received one bottle and description stated I should get a pack of two. I wish i would have gotten what was described in the description.
1.0	although admittedly rich, it wasn't bold enough and was far too bitter to get my vote.
1.0	This was absolutely horrible. It was a bunch of cider, decaf, cocoa, lemonade, gross instant flavored coffees, and teas. There were only about 10 unflavored coffees in the whole order and it was disgusting coffee by some cheap brand I have never even heard of before. I would have been better off putting my money straight down the garbage disposal. This was a total waste of money. You do not get any green mountain or rev or any known brands of coffee as shown in the product picture. It comes in a crumpled brown paper bag which I should have immediately thrown in a dumpster. This is the absolute worst order I've ever gotten on Amazon.<br /><br />Thank you for refunding me Amazon!
1.0	Don't know if it's deliberate, or just a bad batch, but the diameter of these cups is a different size from  all the other brands we use. The grounds consistently got into the cup ruining the coffee, and causing a mess in the machine to clean up. We threw away the last 10 or 12 pods.
1.0	I received this chicken treats almost expired
1.0	I don't have any dietary restrictions.  I bought these because of an price reduction.  I wouldn't purchase them again.  They have very few chocolate chips.  Like you have to hunt for them in the cookie.  That isn't what chocolate chip cookies should be about.    The oatmeal version of these cookies is much better.
1.0	I received these as a gift since I am known for my love of good coffee.  They just don't work. They even get in the way of drinking out of some travel mugs. It's better to purchase a high quality travel cup and maintain it well. The metal beans bouncing around in the cup aren't nice either.<br />Interesting idea put it doesn't work.
1.0	Epic disappointment! There's nothing 'natural' about it - the taste and texture are horrible and it reminds me of crisco or some other hydrogenated concoction that is really , really bad for you!
1.0	I'm not sure if mine was mispackaged or what, but my Maui Melon Mint doesn't have any melon taste whatsoever - it is strictly mint.
1.0	plant arrived weak and quickly died
1.0	Either I don't like macadamia nuts or this product was old. The nuts have a musty smell and taste almost rancid. A few are crunchy but most are not. I would not order this product again.
1.0	There's no denying the Senseo is easy to use, and 'greener' than any of the other pod brewers out there. But the Dark Roast coffee was stale and dry, with the same aroma and flavor of a canned coffee that's been left sitting out too long.<br /><br />A pod brew will never be AS GOOD as drip - I get that. But that won't stop me from looking for something close.<br /><br />If you want easy and are not picky about taste, this pod's for you. If you want a pod brew that is at all reminiscent of a decent cup of coffeehouse java, keep looking.
