star_rating	review_body
5.0	Taste great and really helpful if you're somewhere hot and just can't seem to keep hydrated. I was in East Africa suffering from a terrible headache when a nurse friend suggested I try one of these. Halfway through the bottle I felt 100% better. I didn't even realize I was dehydrated! Definitely recommend to keep a few of these handy when traveling, or if you're like me and just don't drink enough water on a daily basis like you know you should.
5.0	It was just what I needed for the family get-together.  Everyone enjoyed it very much.  I cannot find this in my neighbor hoods store.
5.0	I bought this to make orange blossom cakes, but I can't seem to stop finding uses for it!  Candy, cocktails, aromatic rice etc...  It's great sprinkled over vanilla ice cream with a little orange juice.  I also recommend the &#34;white coffee&#34; recipe on the label for a sore throat.  Heck, you could even use it to naturally scent homemade cleaners!
1.0	This tea was not what I expected.  I love cinnamon tea and was very disappointed with this product.  The tea does not have a strong cinnamon flavor which I enjoy.  This tea has a stronger Rooibos flavor than cinnamon flavor.  Furthermore, I found that the product description does not give a full list of the tea's ingredients.  The ingredients listed on the box include:  Cinnamon, Licorice Root, Orange Peel, Indian Sarsaparilla, Chicory Root, Rooibos, Natural Flavors, Star Anise, Almond Extract and Locorice Extract
5.0	I love how this cacao powder is sugar-free and organic.  This allows you to add whatever sugar you choose to your recipe without sacrificing your particular diet.  It takes wonderfully and the powder is nice and fine which makes it easy to measure.  I recommend this product to anyone who would like a conscious minded company that has a product that is well made and tastes great!!
5.0	Although I've never been to Peet's home (Seattle or Pacific Northwest), I had an opportunity to try Peet's coffee somewhere and loved it. So when I saw their coffee in k-cups, I knew I had to have it. Excellent. Very strong (but that's the point!) but not bitter or harsh. You can really 'get your coffee on' with Peet's!
5.0	Robust but Mild - If that can even be accomplished. I had tried so many coffee varieties that I was beginning to think I was not going to find something that suited me.  Well, I finally found it. The Fog Chaser is not as strong as French Roast but has the body and depth of flavor that I want for my morning cup. Because it is so satisfying, I am actually drinking less coffee, if you can believe that! I guess it's like a rich dessert; a little goes a long way.
5.0	I really loved these things...almost too much.<br /><br />They don't have anything in them that isn't identifiable as a whole food.  (That was always my problem with Clif bars...sort of unnatural.)<br /><br />The quality of the dark chocolate is really high in the Dark Chocolate, Nuts, and Sea Salt bar.  It is not that greasy, oily, over-processed chocolate that you see with most granola or energy bars.  I also like when I can taste the sea salt in the bar; it's a nice contrast to the dark chocolate.<br /><br />I think there is a good variety of nuts and seeds in this bar to get a range of nutrients, so that's a plus.<br /><br />I don't think they are filling enough to serve as a meal replacement, but they are for sure a healthy snack that you can feel good about eating.<br /><br />I've actually used them as a quick dessert option after dinner when you just want a little something sweet.
5.0	I got these for a baby shower and they arrived in great shape.  Very cute and I like that they are individually wrapped.
5.0	first off, i am not a chef nor trained in any way in food!! but i know what i like and i love this vinegar!! we put it on fruit & veg, with oil or other ingredients, many, many things!! its almost sweet so its great for dessert but its a match with savory as well!! we love it and will certainly buy it again!! and we have told absolutely every one we know about it!! even our grandkids like it!!
5.0	I ordered it on Friday and it arrived by Monday, and I live in Hawaii. Delicious candy - everyone loves it!
1.0	We love oriental food, and this looked like a good idea to buy and try. I am sorry to say, that this product tasted so &#34;bad&#34; to us, we only ate about half of a serving. Honestly, the taste was extremely cloying, bland, almost to the point of making us gag. This product left a terrible aftertaste to us, full of lingering garlic. We took the suggestions of some other reviewers, adding canned Chinese veggies (we had no frozen ones available). I tried adding a bit of soy sauce, and a dash or two of Chinese five spice. Nothing did much to improve it. If you try it, you may really like it. But for a respected company (Knorr/Lipton), this is something that we will not buy again. I give the product only the one star, because you can't go lower and still rate it. I will state that the actual noodle, after preparation, (you cannot separate the noodle from a flavor packet as you can with most instant raman products), was a higher quality instant noodle than a regular instant raman noodle, in our opinion.
5.0	So yummy!  I bought a jar for my daughter when she was pregnant...took her through pregnancy, labor and beyond!  Bought them to give to kiddies in my restaurant, they are a big hit!  And, just recently bought a jar for my mom who is going through chemo, she loves them!
5.0	My husband and I were inspired by the books &#34;Eat to Live&#34; and &#34;The China Study&#34; to clean up our diets and eat healthier, whole foods. As part of our new diet, we try to get in as many varieties of whole foods every day, from different vegetables and fruits, to a huge medley of seeds and grains. The hemp hearts are the newest addition to our pantry of stable foods. Here's what we've learned about them so far:<br /><br />1. I can't find them at the grocery store--not the regular grocery store I use or the health food store I frequent. I was hoping to find them in bulk for cheaper, but they are nowhere to be found in my city. Therefore, Amazon is my resource, so I'm perfectly happy with the price, even though at first it seemed high to me.<br /><br />2. At first, I thought I'd add them to my morning cereal, along with my regular additions of flax seed and chia seed. However, the taste was just not appealing to me. To be perfectly honest, I thought they tasted like snot. My husband thinks they taste more like mushrooms. I couldn't bring myself to eat them in my cereal though, so we decided to hide them in other foods.<br /><br />3. My husband makes a delicious granola with almonds and coconut. He started adding a cup of the hemp hearts to the recipe. I love the granola and can't taste the hemp hearts at all...so I put about a quarter cup of the granola on my morning cereal and get the health benefits of the hemp hearts. We also add them to breads.<br /><br />The packaging says to try sprinkling them on yogurt, but that just wouldn't suit my taste buds...so get creative! There's definitely a way to enjoy the health benefits of these even if you don't love the flavor!
5.0	I visited a boutique food cafe where I had the opportunity to do a complete balsamic vinegar tasting of high end vinegars. This was the best and until you do a tasting, you can not believe the difference in taste. Since I fell in love with it, the shop discontinued the Elsa so I have purchased it a couple of times online. It's well worth it!!
5.0	It's a bag of individually-wrapped Atomic Fireballs. If you like Atomic Fireballs, and you want a lot of them, get this. It's a lot cheaper than getting them at a candy store.
1.0	It gave me a stomach ache!
5.0	I tried these noodles for the first time last night, and they were delicious. They only take 3-5 minutes to cook. I made shrimp scampi and put it over the noodles. It's a great product - I highly recommend it!
5.0	These chocolates are the best! So rich and full of flavor. I try to eat at least 1 per day for the health benefits of dark chocolate. Plus they donate some of their proceeds to help the animals!
5.0	If you are a meat lover you might not like it as much, however this Cedar Lake Deli-Granks vegan can food is good news to vegetarians.  It's meatless and fat-free, plus it tastes pretty good.  Recommended!
5.0	We love this lemon tea, but we cannot find it in our area. Excellent flavor!
5.0	"Whoah! After the senseo pods because unavailable in any stores I shop at, and getting weird backstock and supply issues from senseos site-ordering, I finally looked at amazon again after a long time, and I found these bad boys! I picked the \\""izzy blend\\"" whatever thats supposed to be, based on the description of the coffee, and its PERFECT. The pods are all oversized, which means when in the single pod brew tray thing, makes an ample amount of really good, creamy coffee. Theyre also all individually wrapped in foil, each like a bulging condom in the wrapper. That keeps them amazingly fresh. This coffee is good, at least the ones I got, really good. When I brew this, people pop out of hiding spaces sniffing around and mutterring \\""coffee! coffee... coffeecoffee! that smells like coffee!\\"" and it does. I love my senseo machine, despite the issues ive had with it, I prefer the idea of ground coffee still instead of weird magical coffee concentrates. I never expected coffee this good to come from that thing! I tried using the \\""reuseable pods\\"" which didnt amount to anything but some watery, slightly foamy, weak dribble. That was with the eco, and the duck, and that other thing. I'm in love with my senseo machine again! If you want creamy coffee, that tastes like COFFEE, without being some kind of awful acid filled starbucks over-coffee, then go for this. Its simply a damn good mug of coffee that does its job when it literally opens my eyes and wakes me up in the morning. Would highly reccomend this to anyone, the coffee is just great, its packaged perfectly, and the oversized pods are something I still cant get over.<br /><br />Thug life homies, may your pencils never dull, your fridge always be full, and may there be plenty of ninjas to snipe in your dreams.<br />Good day."
5.0	Excelent smoky taste from the smoked Jalapeno's.  Just be careful and don't over do it , a couple of dashes will be enough for most folks in their cooked foods.
5.0	My daughter loves yogurt melts.  We got the strawberry ones, and they are really good as usual.  So expensive, but worth it when I see my daughter all excited to get a bowl of them.
5.0	I buy this by the case for my husband. It's his Christmas present every year. It's the only hot sauce he uses.
5.0	EXCELLENT !!!!! i WOULD STRONGLY RECOMMEND THIS PRODUCT TO ALL OF THOSE WHO NEED TO IMPROVE HEALTH AND ENERGY..IT'S AWESOME
5.0	I bought this hot sauce for my husband for Christmas because he loves hot and spicy anything.  I heard about Dave's on the Food Network and got on line immediately to find it.  I have only tried one small bite of food that my husband had put 2 drops into a large batch.  It burned in my mouth for about 10 minutes.  Not intolerable burn but for what little he used I was impressed.  He LOVES it and I know I will continue to purchase this brand on line.
5.0	Delicious coffee and a fraction of the price you'd pay in the store for the same amount.  I've ordered it a few times now.
5.0	I gave this box of candy as a gift to my pet clinic staff for Christmas.  They all seemed eager to dig in.  Takes care of everybody in one gift.  Who doesn't like See's?
5.0	PACKAGING....PACKAGING...PACKAGING...<br /><br />UPS DELIVERED THESE (6) ORDERS TOGETHER ALL IN ONE  +++H*U*G*E+++ MASTER CASE.<br />WE HAVE PHOTOS...WE HAVE FOUR OF OUR OFFICE STAFF AS WITNESSES.<br />WE HAVE YET TO CONTACT AMAZON CUSTOMER SERVICE...<br /><br />&#34;OPPORTUNITIES&#34;:<br /><br />1.  VIRGINIA PEANUTS CHOCOLATE COVERED...If we needed a part of the overall order to be perfect, it had to be this order,<br />the Virginia Chocolate Peanuts.  A special order as a reward and honor for an employee and job well done.  we were lucky.<br />NOW FOR THE BALANCE OF THIS TERRIBLE &#34;OPPORTUNITY&#34;<br /><br />2. BOUNTY PAPER TOWELS WERE IN THEIR MASTER CASE INSIDE THIS HUGE MASTER CASE, THAT CASE WAS DESTROYED.<br />AND THE TOWELS WERE DIRTY, GREASY...SOMETHING HAPPENED SOMEWHERE.<br /><br />3. EXACTLY THE SAME ON ORDER NUMBER (2)...THESE WERE ALL BUSTED UP...VERY OBVIOUS RANGING FROM POSSIBILITIES THE ORDER WAS INVOLVED IN A TRUCK ACCIDENT, WE DON'T KNOW, HOWEVER, WOULD NOT HAVE DELIVERED THIS ORDER TO AN AMAZON CUSTOMER.<br /><br />4. ROYAL OAK GOURMET PEANUTS...damaged, dented, seals busted...NOT DONE PREVIOUSLY, this damage, is a shipping issue.  Master Case was destroyed, without any inside protection, everything was busted up.<br /><br />5.GLAD TALL KITCHEN TRASH BAGS...the bags were not even in their &#34;Glad Boxes&#34;  aka the &#34;store Consumer Box&#34;  the Glad boxes....all of them...had been folded and thrown in the master case...there were rolls of bags and they had been thrown through-out the master case...again, very obvious, something happened, and &#34;apparently&#34; someone threw the trash bags into the big master box...which was tape covered everywhere...WoW, what a mess.<br /><br />6. CHARMIN ULTRA SOFT TOILET PAPER...frankly, you wouldn't wanna use this toilet paper in your bathroom..plastic wrap busted, what a mess...as we have photos...you should see this order...the whole order...seeing is B*E*L*I*E*V*I*N*G!!!
5.0	Amazing flavor!!  Plan on trying others varieties.
5.0	It's a great way to cook for your family and it stretches out by buying it by the gallon!  I will buy this oil again, it tastes great!
5.0	Delicious!!! This wonderful chocolate sampler comes in the perfect little individually wrapped pieces. all three of the flavors are great. so smooth.
5.0	Had been looking for this size in the local stores and they don't carry it.  Use it on everything.  Extremely pleased.
5.0	Recieved product yesterday (very pleased by the fast shipping). It was great. I gave it to my mom for her 50th birthday. She loved the little toys. The toys were a good quality, not cheap plastic things. The time capsule is a cute package to hold all the goodies.
5.0	Great taste.  Highly recommend it.  Way better for you than most commercial oatmeal.  Just look up what the glycemic index is for regular oatmeal and you'll see why this is so much better for you.
1.0	I have eaten the varieties of these for years and appreciate the concept- organic, not over salted, good varieities, etc.    But more and more often, whether purchased here or in the store, in all varieties, the chips come with a sharp odor and flavor that to more suggests that rancid oil was used.  Sometimes it is subtle, sometimes terrible, and I am sick of wondering if I am eating something that has gone bad- and rancid oils are really bad for you, which defeats the purpose of this product. I can return them to a store but not to Amazon.  This is still a huge pain and not something that anyone should have to do.  I had to throw out a whole case of sesame blues from Amazon, which is a bad deal at any price. I am done with your rancid products.
5.0	The good thing is that this bread keeps for many months so buying in bulk is a great idea.  Enjoy the taste of German bread.  Dense and moist.
5.0	I like herbal teas and have tried many different brands and flavors.  This one stands above them all!  I drink about two cups every day and my skin color improved a great deal after several weeks!
5.0	I live in California now and grew up on the east coast. I had to order some to make myself Coffee Milk and share it with my boyfriend who is from the west coast. It tastes like home!
5.0	These are awesome. Wish they would start making them again!
5.0	They were great!!  Can't always find in stores.
5.0	This is REAL popcorn and is delicious!!!
5.0	Good to have when you're on the go
5.0	Our favorite medium-body coffee.  Smoooooth!
5.0	I went to the west coast and fell in love with these Limon chips!  They are the best chip I've ever tasted and addictive.  Of course  when I got back to the south, they were nowhere to be found.  Everyone needs to write Lays Co. and ask them to do another survey in the south for these chips.  It's been since 2000 and people's taste have changed since then.  I'll definitely buy a case if I can find them.
5.0	This is the best Cappuccino on the market! And so easy to get! I love the auto orders! I don't have to remember to order it before I run out!
5.0	Coffeemate lite has always been my preferred pick of the available varieties! Creamy & lite with fewer calories than the traditional Coffeemate!! Hope they continue to offer this selection fir YEARS to come!!
5.0	works great for specialty coffee and frozen drinks. The flavor is spot on with those seasonal favorite coffee shop drinks. It's so good! Will buy again.
5.0	I discovered this sugar while living in Florida and always used it to finish off my fruit pies before placing them in the oven (moisten the top crust w/a little water or milk and dust with this sugar - it remains crunchy throughout and adds a wonderful texture to your pies, especially apple!)  After moving to California, I could not locate it in any of my local supermarkets but, lo and behold, Amazon carries it and saved my reputation!  You will find that it is also a wonderful additive to hot and cold cereals (non-sweetened, of course), pancakes and crepes, muffins, plain yogurt, buttermilk,  etc, etc, etc....use your imagination and  enjoy!  BL.  Just gotta add on another use that tops them all:  My fave hot weather refreshment is the MOJITO...but I usually have difficulty getting it made to MY exacting taste.....BUt, I recently came across a recipe for the drink which recommends using Demerara sugar for the simple syrup (like they do in Cuba)....fresh like juice and fresh mint, good quality WHITE rum ...and a splash of club soda at the end.  You can't believe the difference the Demerara sugar makes!!!!  Soooo good!<br />Bring to boil equal parts water and sugar, cool and store in fridge.  Yum.  BL
5.0	This was great, It came only in 3 days. And, It was in a perfect shipping package. A little pricey but, it's worth it. Delicious 👌
5.0	I've eaten this chocolate almost every day for years.  It's the least bitter and creamiest 100% I've found.  Pralus attributes this to extra-long conching (machine kneading), but I imagine that it also has a lot to do with added cocoa fat.  It's not an especially complex chocolate.  The most complex and &#34;interesting&#34; 100% I've tried is from Dandelion in San Francisco (see their web site); but theirs isn't as creamy as Pralus' (no added cocoa fat) and it costs twice as much.  To appreciate any 100% chocolate let it melt in your mouth--don't chew it!  And if you've never eaten 100%  before I'd  recommend starting with, say, 75-80% and slowly working toward the complete elimination of sugar.  A final note:  some makers of high-end chocolate wrap their bars in thick, sturdy foil that can be unwrapped and re-wrapped many times without tearing, and they score their bars deeply so that they can easily and neatly be broken into squares.  Pralus does neither of these things.
5.0	I've compared bunch of different grade B syrups, and this is up there with the best of them, but mush more affordable.  Item arrived much quicker than was originally estimated.
5.0	Great product from a great honey farm (which I've been to) and sold by great people!!!
5.0	I have ordered this several times and have been very pleased. Initially we had some packaging issues with the bags but everyone was great to work with and the problem was resolved. Highly recommend. Great taste.
5.0	When I found this sauce I stopped making my own.  This is as good as I ever made so now I just vary it to my own tastes.  Fabulous and versatile.  Saves time in the kitchen, who else can help with that!
5.0	We order all our tomato products from Muir glen. They are thick and not cut with lots of water like some brands. Worth the money.
5.0	Great way to relax your dough.  If you are looking hair relaxer, this isn't for you.
1.0	I haven't tasted them yet, but I did recieve one soup with gluten. Ok it says gluten free here on the site. I can't eat gluten so now what?
1.0	Unfortunately these did not taste right  at all. Something is really off... Nowhere near butterscotch, or any flavor
5.0	I love this seasoning mix, and now it's not in any grocery store in Houston. Very disappointed that McCormick has pulled it off the shelves.  I hope they don't stop making it. It is a great additional flavor to pasta chicken soup. I add it and some frozen vegetables & a can of chicken breast meat to make a soup that even guest think is homemade.  I specially like to add baby lima beans and extra carrots. This feeds a family of 3 for 2 nights.  I am so glad to find it on Amazon.
5.0	This is the best full flavored honey ever.  You can't go wrong with this in tea, coffee or just on a spoon; great taste
1.0	The worst tasting Coconut water. It tastes like the water was extracted after coconut is too old. I will never buy this again
5.0	Molinella is great quality Arborio rice, vacuum packed in 6 individual 1lb boxes for freshness. I think the quality of this brand is equal to or better than RiceSelect brand which I was using for a year before discovering Molinella brand. I regularly cook risotto the way I learned it from a master chef in Italy and this brand tastes the most similar to his risotto with the most similar consistency and texture as well.
5.0	We love Skippy and this was such a good deal!!  I couldn't get any better even if I matched sale prices to coupons.
5.0	I am completely addicted to my Chai- and I've gotten 2 friends at work hooked, as well.  We split the box I bought here, and it was less expensive ($2.21/box of 20) than when we get it by the single box in the grocery store ($2.59/box).  Definitely worth it, especially if you can get the free shipping!  Who needs coffee??!?
5.0	Finally Amazon has these again.  My all time favorite thin spaghetti.  Love the &#34;tooth&#34; and the texture.  At high altitude, regular spaghetti takes too long to cook, and other brand's so called thin spaghetti is more like angel hair pasta.  I even contacted De Cecco directly to find out why no stores in my area carry the spaghettini, but if Amazon continues to offer this, I'm thrilled.
1.0	Wow this was really strong and had a bit of a &#34;fake&#34; taste to it....
5.0	This is a very tasty Guatamalan Antigua.
5.0	So excited, because you can not buy these in my area. These are my favorite snack ever.
5.0	This is an absolutely wonderful coffee substitute.  It has great taste without any of the acid of real coffee.  Acid is so bad for our bones--especially if you have osteoporosis.  Thus, Teeccino is another way to limit acidity.
5.0	Round, no string or tag.  Works great in my coffee machine.  We do not drink coffee, we just use it for tea
5.0	This is the best tasting snack I've ever had.  at work they have them in the vending machine, and on a daily basis I get them.  I decided I should order some for myself instead of using all my change in the machine!  They are healthy for you, and taste as though you have scooped up fresh salsa onto a chip.  The brown rice chips themselves are delicious, very light with an interesting taste.  I highly recommend this!
5.0	very good flavor. will order again
5.0	TruVibe's Gogi Berries are very good and soft. This is also a fantastic company with owners that go above and beyond in customer service. Their website offers very informative information for you with regards to their products, history and company mission. This is a company with integrity and one that you will feel good about supporting.
5.0	Delish!!!!!! I want to start taking this with me to sushi!
5.0	Use this product all the time.  Have a hard time finding it in a store so I order on-line and ordering From Amazon was cheapest! And free shipping!
5.0	I love Indian foods.  Working in a small town with no Indian restaurant in sight.  Products from Kitchens of India are the next best things for me when I crave for Indian foods.  Definitely would buy it again.  Not too spicy, just perfect for me.
5.0	These mushrooms are wonderful to add to so many dishes.  They're delicious and so convenient.<br />As science finds more reasons to include them in our diets, they have become more than just a garnish.
5.0	Have a bowl of this cereal almost every morning with Almond Milk.  Really tasty!
5.0	This is the best best hoisin there is. It's worth ordering here where you get 3, instead of getting a sub par one at the grocery store.
5.0	The best Extra Virgo.n Olive Oil , love it the pure, the extreme flavor. So light ! so good. Especially with the vegies.
5.0	It works very well. And it really solved my husband's problem. I will recomend it to my friends who need it.
5.0	Sooooooo good! Easy to make addictive!
1.0	buyer beware,  one small 2 ounce bag, over $3 a ounce, can be purchased for half the price just look around.
1.0	Tastes horrible, leaves a greasy feeling inside my mouth after and made me nauseated. Nooo thanks.
5.0	I lost count of how many jars of the Airborne Manuka Wildflower Honey we've bought after the count got beyond 100. Manuka can be so strong that it just tastes ugly, but this version tastes great and still has the great health benefits of the Manuka. Also, not that this affects the taste or 'food' quality, but the packaging is so darned attractive, right down to the squarish jar...although I DO wish the jar was glass since I've kind of gone off plastic. Overall, though, it's just great. Only from New Zealand! Love that country!!
1.0	About half of these are not compatible with the Keurig 2.0 model.
5.0	Had this tea in Italy I fell in love with it.  Makes a great ice tea no sugar needed.
5.0	Great coffe! I enjoy it! Very good price and quick delivery! I will continue to buy it! Thank you.
5.0	Okay, let's face it. Most of us don't drink as much water as we should because it's so plain. This year, I needed to lose about 40 pounds and I decided to take it one step at a time. My first goal was to drink NOTHING BUT WATER. That's when I was given a free sample of Dasani drops. I've been drinking nothing but water or water flavored with Dasani Drops ever since. I'm more hydrated, I'm losing weight, and I'm not taking in unnecessary amounts of sugar. They tasted a little funny to me at first but I actually really fell in love with the taste and I'm really starting to enjoy drinking water, even without the drops. This has really helped me along and I highly recommend!
5.0	Raw Pepitas / No Shell Pumpkin Seeds (16oz bag) make a nice treat eaten just as they are or mixed into a raw nuts and fruits trail mix.  Even used them in a version of &#34;fruit cake&#34; this holiday season.
5.0	I love cafe con leche and this is very close.  I just ordered more.
5.0	Excellent snack - good quality and price
5.0	Calming, slumber booster.. Major sleep trouble here.. have tried so many things..<br />This product does help me sleep deeper.. great taste too<br />Zzzzzzzzzzzzzzzzzzz
5.0	This seasoning is the best tasting. I make sure I always have plenty on hand for me and to share with friends. The sad part is that McCormick does not sell this in stores.
5.0	Great product, as described, fast service.
5.0	mmm mmm good very nice
5.0	The fragrance and taste of this coconut oil is beyond compare. So glad I discovered this one. Delicious!  I was using a different brand that had very little coconut taste. I will never go back.
1.0	Before you buy this read the reviews. I purchased the strawberry for my home made ice cream. It has a terrible, medicinal flavor. Before I read the reviews I wondered why it rated so high. As I read them I saw that the reviews weren't just for strawberry, they were for all the flavors. I don't know about the other flavors but I wouldn't have even given this one star if I didn't have to give it a rating.
5.0	Its not strong but it has a good taste and its pretty affordable.
5.0	Grandkids prefer this salad dressing to any others, and Costco stopped carrying it, so I ordered it from Amazon.  I like the fact that it does not contain High Fructose corn syrup which appears in so many other dressings.  Many times I simply use oil and vinegar for my salad, but if I am going to use a dressing, this is my preference as well.
5.0	Ordered this because it is supposed to be the healthiest salt there is.  I don't know if it's true, but it tastes like real salt and I will continue to use it.
1.0	I honestly thought, the way the folks at good ole Amazing Grass explained to me about how good the product is. I should of trust myself when it came to ordering this product. It's nasty, looks like dirt, smells awful, and when mixed with water bubbles, something is not adding up, I'm not to sure about this.
5.0	Zero calories, filling, and taste good!  I'm happy that I discovered this product. I will reorder this again. Try it.
5.0	Best vanilla extract for baking!
5.0	Could not do without my monthly delivery.  Love the price, flavor and the reduced coverings to reduce landfill waste.
5.0	I use this in my coffee both at home and at work.  The first time we saw this product was at Big Lots.  When I went back for more, they were no longer carrying it on our area, and we have 3 Big Lots stores in the Shreveport-Bossier City area.  I searched it out on Amazon and was delighted to see I could but it here.  Thanks Amazon, and thanks to Jordan's , too.
5.0	Works beautifully, love it!
5.0	My hair is natural and thick. I've used many brands of coconut oils and this is the best! It  gives my hair the moisture it needs. The texture is soft and it smells just like the actual coconut!  I also use it on my face and body. It leaves my skin amazingly soft! I will diffently use this product again!
5.0	This product is excellent very easy to prepare best results when you heat it on the stove taste like home made dal
5.0	I almost hesitated because of the cinnamon comments, but it is a fantastic tea.  Highly recommend it for chai lovers.
5.0	The ability to get the 100 count box shipped to my mail box made me a happy person. I will continue to shop for my tea here.
5.0	Best candy in the world! Everyone who likes coffee and chocolate should buy this item! Be careful as you're opening the wrapper, sometimes there's a lot of crumbs from shipping and handling.
5.0	Thank you for taking the time to make this jam and making it available to consumers... not many people know about rhubarb, let alone that it can be used in jams, as well as pies and cobblers. My dad grew rhubarb every year while I was growing up... quite a special treat!
1.0	Horrible...tastes nothing like vanilla
5.0	This white tea is some of the best I have had.  I will continue to buy it and will recommend it to my friends
5.0	If you like lime\lime flavor, you will love this product.  Our local stores quit selling this product so I was very relieved that I could find it on Amazon and ordered a case as we use it so much.  It is very versitile.  We use it just in water, in our smoothies, and in cooking.  It's a wonderful portable product that you don't have to worry about spoiling anytime soon like you do with fresh fruit.
5.0	Love it, Reminds me of all the summer trips to Seaside, wandering up and down Broadway. Best salt water taffy ever.
5.0	I love love love these and use them the most in everything. Especially in my meatloaf and the family raves.Also good in stews,etc. Perfect for using in every day cooking or putting away for food storage for future hard times. Just make sure you get the feel of how they work before you want to use them down the road. I make sure I use my veggies now to see what I like and what to order more of in the future to put away in my pantry of food storage items. Just grab what veggies you want as you plan dinner and start to prep and place amount needed in a cup or bowl of hot water. Then in about 5 or 10 minutes you can add to your meals. I loved using these. No more worrying about veggies going bad in the crisper. Works for me and I get compliments from my family. Especially when I use in meat loaf :-)
5.0	I drink many kinds of tea, especially fruit-flavored, but after trying Timothy's Lemon Blueberry Passion tea, I had found a new favorite.  I love the aroma this tea gives off when brewing.  It has a tendency to be a bit tart, but that is easily fixed with honey or Splenda.  The tea itself is a dark purple color, and has a lovely flavor with just a hint of lemon.  I would recommend this tea to anyone who enjoys a fruit-flavored tea.
5.0	Family loved the peppermint pig and the tradition of having it at Christmas.  Will do again this year. Thank you.
5.0	This is a great wellness drink.!
5.0	It's hard to find non-gmo crackers, let alone non-gmo crackers that taste good.  These are just delicious!  I highly recommend them.
5.0	This is just what I was looking for. Our local movie theatre used to use coconut oil but switched to a different oil and the popcorn is just not the same. It takes very little (1-3 tablespoons) oil to pop a large batch of popcorn.  Comes out light and delicious every time.
5.0	Chock-full of anti-oxidants, as per Dr. Greger, it's extremely sour but actually quite edible, I mean, drinkable with a juice. Just add the right amount -- half a tbsp will do. From what I've read in the comments, it's US made which gives it an additional cachet. Very good product.
5.0	Tully's is hard to beat for flavor.  Their house blend in particular is smooth, with enough of a robust edge to be flavorful.  Highly recommend this to anyone with a K-machine.
5.0	the best i have had, it has the right dryness not over dry, and has a great heat range buy it!
1.0	6 bottles were cracked in shipment and I threw them away.I also started drinking one and it tasted bad. I took the cover off of the bottle and it was also cracked.thank goodness there wasnt any shattered glass when I took a sip.not happy this time.I don'T BLAME THE COMPANY I BLAME THE SHIPPER.AFTER all this nonsense I ended up with only 4 bottles.
5.0	These are good spouting and have an excellent tastes. They have a good sprouting without many not sprouting. Alfalfa does not grow well in the heat and should be grown in winter or late fall and early spring.
5.0	prompt service and the product is just what I was hoping for
5.0	I absolutely love Dennison's.  It's not just the great taste, but Dennison's is also the thickest canned chili you will ever find.  They used to advertise that you could stand a fork in a bowl of Dennison's, and it's absolutely true.<br /><br />This stuff is great for making a quick meal.  Heat a can of Dennison's.  Warm a flour tortilla in a large fry pan.  Transfer the tortilla to a plate and spoon on some chili.  Sprinkle with grated cheddar cheese, then roll up.  Instant burrito!  One can makes enough burritos for 2-3 people, depending on appetite.
5.0	So yummy! Bought for using for my toddler as a reward for potty training. Finally tried one and they are amazing! Not fake sugar tasting and not overly sweet! Yum.<br />My daughter takes one lick and always says, &#34;mmmm!&#34;
5.0	This cruncy, multi-grain bar is absolutely tempting and gratifying. Definitely a guilty pleasure. I carry them in my purse frequently, I eat them after I run, and they're perfect in satisfying my desert fix. I have to mention that I've had different kinds of Snickers Marathon Energy Bars, and these are by far, the best of the line. So, I definitely recommend them, and considering that they are a bit pricey being sold individually in gas stations, etc - this price is worth it.
1.0	Any of the Keurig Vue products that contain fake milk have a chemical taste to them, it is not palitable
5.0	I ordered Kind bars after paying ridiculously high prices in retail stores. The Mango/Mac is delicious and it was fresh, soft & yummy. I was a bit worried after reading other reviews on Kind bars that they were old, stale or near their expiration dates - not true the box I ordered was wonderful.
5.0	PB2 is fantastic, and this was a good price. It came in a sealed package. I would order it again.
1.0	I can buy this item in my home town Gro store for $1.39, and you can make it at home from scratch for about 50 cents
5.0	Make this a tradition. It is lots of fun!
5.0	Hooray!! I have been hoarding a set of the tin packaged Mediteranean Spiced Sea Salt for years, thinking it was the last I would ever see. This is the PERFECT salt/spice for eggs, over-easy or omelette. Sounds expensive at almost $7 a jar, but the original was $5 a tin (four years ago) and this includes Prime shipping, so its actually not out of line.
5.0	Since so many recipes call for bay leaves I decided to get a fine quality organic product.  These bay leaves are exactly that - uniform size and unbroken.  I highly recommend them.
5.0	They are hot, very hot.  You may have to take it out of your mouth for a moment to give your tongue some relief.  But I eat them, well, like candy.  Why?  Sometimes I'm not hungry but my mouth wants to be stimulate (maybe that is a form of addiction), and sucking on these long-lasting fireballs is the trick.
5.0	To me, this is nearly the perfect tea! It is a green tea, so just light caffeine. The light fruity taste is just right, and love the little bits of papaya to give it that extra flavor. I love it hot, but have also discovered it makes a fantastic iced tea. A touch of sweetener seems to bring out the hint of strawberry even more. I have so many teas, but this one is truly my favorite! Plus you have the benefits of it being a green tea - who could ask for more?!
5.0	These are my husband's favorite kind of Skittles and we can't find them in stores anymore.  Thanks for making Christmas a little sweeter.
5.0	Everything in this box is great for individual snacks, or all put together for a meal on the go. The Tuna and crackers are very filling.The chocolate and applesauce are great! I like to refrigerate them if I get the chance. The trail mix is also great. The only bad thing is I would add more crackers to the bag as sometimes they get crushed. I always end up with extra tuna and no crackers to finish it
